epoch,acc,loss,val_acc,val_loss
0,0.090322577664929057,2.6049101045054774,0.094999994151294231,2.404333233833313
1,0.1096774146201149,2.3570459042826006,0.069999998435378075,2.329193651676178
2,0.11290322256184393,2.3209163219698015,0.1149999937042594,2.3183438777923584
3,0.10129031935526479,2.3117131033251361,0.069999998435378075,2.31059730052948
4,0.10387096349750796,2.2932426698746218,0.13499999232590199,2.2196657061576843
5,0.17032257407422988,2.1895607209974721,0.17499999329447746,2.1264770030975342
6,0.18387096206988057,2.1199241530510688,0.19999999366700649,2.0891523361206055
7,0.2232257985780316,2.0407293496593351,0.17999999038875103,2.1223277449607849
8,0.29612902047172668,1.9292706904872772,0.29999998956918716,1.9237149357795715
9,0.34645160071311459,1.8420181774323987,0.34999999403953552,1.833518922328949
10,0.39548385623962651,1.7785355083404049,0.47499997913837433,1.6642172336578369
11,0.43290321048228969,1.6723413275134178,0.44999998062849045,1.6012280881404877
12,0.47419353069797637,1.580118433121712,0.52499999850988388,1.474382609128952
13,0.48645159602165222,1.5503986804716048,0.45999997109174728,1.5618809461593628
14,0.51741934014904889,1.5108854040022819,0.51999998837709427,1.4987833201885223
15,0.5367741815505489,1.4415736775244437,0.53499996662139893,1.4391047656536102
16,0.53677418731874038,1.4252817053948679,0.54999998211860657,1.4676676690578461
17,0.55161288188349811,1.4005961648879512,0.49499998986721039,1.4562731981277466
18,0.60258063097153935,1.30026928840145,0.56999998539686203,1.325972318649292
19,0.59548385489371514,1.2947514018704813,0.5599999725818634,1.3957077264785767
20,0.60774191829466051,1.2752841595680482,0.56999999284744263,1.3446820974349976
21,0.60580643723087924,1.2837194435058101,0.5299999862909317,1.3344146609306335
22,0.61612901956804333,1.2247986985791115,0.62499998509883881,1.1917045116424561
23,0.60774191252646903,1.2442173265641736,0.61999998986721039,1.2202914357185364
24,0.61354837975194376,1.234807026001715,0.61999998986721039,1.2211207151412964
25,0.61354837398375239,1.2195514421309195,0.59999999403953552,1.2063644230365753
26,0.62451611411186958,1.1900207611822313,0.63499997556209564,1.2135157585144043
27,0.63032256980096135,1.1711897676990879,0.67999999225139618,1.1341416835784912
28,0.64580642984759418,1.1292164864078644,0.6549999862909317,1.1425814628601074
29,0.64774191379547119,1.1617533487658347,0.62000000476837158,1.2385646402835846
30,0.64193546195184026,1.1533416874947087,0.64500001072883606,1.1854048669338226
31,0.63354836933074454,1.1283380350758951,0.5599999874830246,1.2382299304008484
32,0.6412902983926958,1.1201851137222782,0.63999998569488525,1.1314369142055511
33,0.64064515598358651,1.1175882393313992,0.57499997317790985,1.224602609872818
34,0.66387095951264907,1.0844728946685791,0.65999998152256012,1.0427804291248322
35,0.65999997815778177,1.0727887999626897,0.6849999725818634,0.99248632788658142
36,0.66322579306940876,1.0734307881324523,0.69499997794628143,1.008562907576561
37,0.66516128086274673,1.0336859687682121,0.67999997735023499,1.0714434683322906
38,0.66258063239435994,1.052788180689658,0.65999996662139893,1.0929556488990784
39,0.68129030735261975,1.0094608587603415,0.61499997973442078,1.1146096587181091
40,0.66709675327424078,1.0595802357119899,0.67499998211860657,1.0367749482393265
41,0.67741932984321351,1.0147519669225138,0.64999999105930328,1.0989880412817001
42,0.64129031281317439,1.0964797850578063,0.63499999046325684,1.0766280442476273
43,0.68709676304171163,0.9896656332477447,0.59499996900558472,1.1859569400548935
44,0.66774191779475056,1.0213078145057923,0.64499996602535248,1.0384480953216553
45,0.68903224506685812,1.0088810843806113,0.62499997019767761,1.1566385924816132
46,0.67612900657038533,1.0179301384956605,0.68999998271465302,0.97808320820331573
47,0.67612901426130723,1.0012617015069532,0.70499996840953827,0.91275818645954132
48,0.67483869675667052,0.98990783576042418,0.71500000357627869,0.92735691368579865
49,0.66258063431709047,1.0210522105616908,0.67000000178813934,0.98180519044399261
50,0.66322579691486971,1.0354579148753997,0.65999998152256012,1.0539648085832596
51,0.65096772582300244,1.0389575573705858,0.6849999874830246,1.0320034325122833
52,0.68709675919625068,0.98584189914887954,0.70999999344348907,0.94469721615314484
53,0.68516128101656515,0.98536126075252406,0.63000001013278961,1.1241146624088287
54,0.68129030735261975,0.96253223957553991,0.71499998867511749,0.89711783826351166
55,0.67419353031343032,0.9861029713384567,0.59499996900558472,1.2073372602462769
56,0.67483869291120957,0.99386456320362704,0.62999999523162842,0.9752865731716156
57,0.6961290182605866,0.95301617153229257,0.62999998033046722,1.059878945350647
58,0.69548385758553777,0.96020756613823677,0.70499996840953827,0.9403938353061676
59,0.68967739805098505,0.9944189267773782,0.76000000536441803,0.86513510346412659
60,0.69419352469905726,0.94424693815169791,0.70000000298023224,0.89435210824012756
61,0.6974193434561452,0.91896405143122517,0.6550000011920929,1.0440527200698853
62,0.68322579033913156,0.95417145183009489,0.65499997138977051,1.035130962729454
63,0.68967740766463737,0.95075649599875178,0.69500000774860382,0.90765120089054108
64,0.69935482548129169,0.90992807380614738,0.72499997913837433,0.93440937995910645
65,0.7116128840754109,0.8994489158353498,0.63999998569488525,1.024582713842392
66,0.68903224314412759,0.94059798986681042,0.70499999821186066,0.85795167088508606
67,0.7070967593500691,0.92801852572348809,0.65999999642372131,1.0093670934438705
68,0.71096772147763165,0.89167543765037294,0.70499996840953827,0.939083531498909
69,0.70387095212936401,0.91501349787558284,0.66499997675418854,1.0467366278171539
70,0.68258063447090889,0.96611235410936414,0.72999995946884155,0.81832379102706909
71,0.67612902002949871,0.95257858307130872,0.68999996781349182,0.94922854006290436
72,0.68838708823727024,0.93844763501997919,0.65999999642372131,1.0267224758863449
73,0.67548384974079745,0.97676732847767489,0.71999998390674591,0.89434289932250977
74,0.68516127524837367,0.94314221412904797,0.67499998211860657,1.0443649739027023
75,0.69483869883321947,0.91261750459671021,0.74999998509883881,0.8445277214050293
76,0.70580643992270198,0.9135364601689,0.7149999737739563,0.89714993536472321
77,0.69419353431270969,0.91130188203627061,0.69499997794628143,0.96866744756698608
78,0.69354837171493033,0.90970129351462092,0.74999997019767761,0.79303948581218719
79,0.69612901633785618,0.91992792198734896,0.65999999642372131,1.0298621356487274
80,0.67290320127241077,0.94251095767944093,0.66999997198581696,0.9606517106294632
81,0.70322578953158466,0.89156273872621594,0.64499998092651367,1.0387646853923798
82,0.69354836786946938,0.93339270545590314,0.73999996483325958,0.77944810688495636
83,0.70064514298592839,0.90058180209129091,0.67499998211860657,0.95652379095554352
84,0.69419352662178779,0.91315791491539244,0.6849999725818634,0.93628731369972229
85,0.68258063254817836,0.94946633038982264,0.65999996662139893,0.94953474402427673
86,0.70064514490865892,0.89995256162458848,0.60999998450279236,1.0937366336584091
87,0.69483869498775852,0.91161251260388287,0.69499997794628143,0.9588932991027832
88,0.72258062708762383,0.86315611677785076,0.72499996423721313,0.86978130042552948
89,0.70387095405209454,0.88114723467057754,0.6849999874830246,0.91118861734867096
90,0.70645159867502028,0.87962208255644769,0.72499997913837433,0.88706836104393005
91,0.69354837171493033,0.90921846705098308,0.55499997735023499,1.1569433212280273
92,0.71161288984360238,0.87765076468067782,0.65999996662139893,0.98013481497764587
93,0.70903224714340707,0.89860637726322301,0.64999997615814209,0.99152566492557526
94,0.71935481602145779,0.85309412594764467,0.73499998450279236,0.76468995213508606
95,0.7116128840754109,0.8820266838996641,0.67500001192092896,0.933412104845047
96,0.71225805244138163,0.86913480489484729,0.65999998897314072,0.93760792911052704
97,0.72322578968540319,0.83844718817741637,0.70999996364116669,0.85419866442680359
98,0.68645159659847133,0.93697718651063977,0.63499997556209564,1.0337699502706528
99,0.71161288599814143,0.88501796030229141,0.65999998152256012,0.92756099998950958
100,0.67741934137959636,0.92655124202851324,0.7149999588727951,0.87977322936058044
101,0.701935468181487,0.8827185573116425,0.70999997854232788,0.84092827141284943
102,0.71548385581662577,0.8937380852237824,0.74999997019767761,0.74260978400707245
103,0.71354837379147928,0.86433427756832493,0.64999999105930328,0.98001568019390106
104,0.7116128840754109,0.85582120572367026,0.69499997794628143,0.87238152325153351
105,0.71806450236228203,0.85285348853757303,0.7149999737739563,0.83196109533309937
106,0.71032256464804377,0.87184039238960509,0.66999998688697815,0.89646340906620026
107,0.7199999747737762,0.85662590880547795,0.68500000238418579,0.92660543322563171
108,0.70064515259958082,0.88332987600757229,0.6549999862909317,0.98463830351829529
109,0.69677418085836595,0.89521241764868464,0.76000000536441803,0.76599183678627014
110,0.73419353654307706,0.82936905084117762,0.67499998211860657,1.0018086433410645
111,0.7219354741034969,0.84014868159447942,0.69999997317790985,0.88452927768230438
112,0.70580643992270198,0.87375785843018561,0.73499999940395355,0.80115154385566711
113,0.72064514506247734,0.83368448480483026,0.70999997854232788,0.83887337148189545
114,0.71677417716672343,0.84756105753683275,0.77499997615814209,0.71997417509555817
115,0.7212903076602567,0.82470733119595441,0.65999999642372131,0.93931466341018677
116,0.70774192002511793,0.85264755641260459,0.70499998331069946,0.88521558046340942
117,0.73354836625437581,0.80310140502068306,0.71999996900558472,0.85533915460109711
118,0.71225803898226825,0.85243923241092312,0.6849999725818634,0.88014604151248932
119,0.72838707893125476,0.84287610169379945,0.69499997794628143,0.94490955770015717
120,0.68709675727352015,0.88550095019801967,0.61499999463558197,1.0520329028367996
121,0.70322579337704572,0.83888597834494805,0.73499998450279236,0.81104862689971924
122,0.7109677253230926,0.8667300208922355,0.66999998688697815,1.010734811425209
123,0.70838707685470581,0.86288001268140735,0.68999998271465302,0.91530835628509521
124,0.70451610703622136,0.86392794309123866,0.74499997496604919,0.76021182537078857
125,0.7270967575811571,0.83300834509634203,0.67999999225139618,0.87091743946075439
126,0.71419353254379769,0.8538864639497572,0.75499996542930603,0.69577846676111221
