epoch,acc,loss,val_acc,val_loss
0,0.11741935005111079,2.9111971470617477,0.10999999474734068,2.8936564922332764
1,0.094838704913854599,2.8762479443703928,0.094999996945261955,2.8633584976196289
2,0.10903225430557804,2.8419763426626883,0.074999997392296791,2.8149670958518982
3,0.11225806068508856,2.8375262675746793,0.18999999575316906,2.7810981869697571
4,0.1438709630841209,2.7599769023156937,0.17999999225139618,2.6631705760955811
5,0.17548386452178802,2.6645020208051129,0.17999999597668648,2.654819130897522
6,0.20516128369396733,2.5378262765945925,0.11999999731779099,2.7531153559684753
7,0.27612902224063873,2.3985306139915221,0.30999999493360519,2.3640577793121338
8,0.37935482590429243,2.2422552531765354,0.33499999344348907,2.1893351078033447
9,0.42838708046943913,2.0833180527533255,0.39499998092651367,2.0312205255031586
10,0.43870966184523796,2.0235279606234644,0.54499997198581696,1.8855761885643005
11,0.51548386052731543,1.8633189585901075,0.59999997913837433,1.720115453004837
12,0.56774191990975409,1.7763739670476606,0.559999980032444,1.7269592881202698
13,0.59225805247983621,1.6733190051970943,0.5299999862909317,1.7365438640117645
14,0.59419352008450421,1.6189086091133855,0.38999998569488525,1.9122001528739929
15,0.61032255426529913,1.5492714220477688,0.62999998033046722,1.5238455533981323
16,0.64258062743371536,1.4664132864244523,0.70999996364116669,1.3695797920227051
17,0.67032257491542446,1.3871215966440016,0.6849999725818634,1.3835103213787079
18,0.62387094093907269,1.4575056260631931,0.62499998509883881,1.4041274189949036
19,0.67032256626313735,1.3244437113884957,0.73999996483325958,1.1984542012214661
20,0.67999998311842647,1.3061806117334673,0.68500000238418579,1.2968791723251343
21,0.67612901810676818,1.2969379886504142,0.73499998450279236,1.1320877969264984
22,0.69548385566280735,1.2395392214098284,0.69999997317790985,1.2542209923267365
23,0.69612901441512565,1.2246624519748073,0.73999997973442078,1.1049051880836487
24,0.67806449436372329,1.2164012309043639,0.63999997079372406,1.289022296667099
25,0.66645159932874865,1.2247104164092772,0.57499998807907104,1.3453887104988098
26,0.70580643799997145,1.1401418966631736,0.74499998986721039,1.0932367891073227
27,0.70451611472714337,1.1175930250075556,0.67999996244907379,1.1639229208230972
28,0.70258062885653583,1.1185925410639854,0.73999999463558197,1.0977146923542023
29,0.72387094459226053,1.0858338282954307,0.69499999284744263,1.0658691376447678
30,0.74322578983922161,1.0129999787576738,0.69499999284744263,1.1679256558418274
31,0.72645159498337775,1.0332001812996403,0.7799999862909317,0.85759001970291138
32,0.72580643623105945,1.0385562085336255,0.75499998033046722,1.0570559352636337
33,0.68838707862361781,1.095489824971845,0.7799999862909317,0.90488189458847046
34,0.70838707877743634,1.039567220595575,0.6849999874830246,1.1346481442451477
